"","value","Year","IZCode","IZName","CPP","Indicator","Type"
"7815",5.976,"2017/18-2019/20","S02002286","Bishopton","Renfrewshire","Attainment","Raw"
"7816",6.11,"2017/18-2019/20","S02002289","Houston South","Renfrewshire","Attainment","Raw"
"7817",5.46154,"2017/18-2019/20","S02002288","Linwood North","Renfrewshire","Attainment","Raw"
"7818",5.65663,"2017/18-2019/20","S02002284","Erskine Central","Renfrewshire","Attainment","Raw"
"7819",5.96585,"2017/18-2019/20","S02002283","Erskine East and Inchinnan","Renfrewshire","Attainment","Raw"
"7820",5.57216,"2017/18-2019/20","S02002285","Erskine West","Renfrewshire","Attainment","Raw"
"7821",6.11111,"2017/18-2019/20","S02002453","Bridge of Allan and University","Stirling","Attainment","Raw"
"7822",6.03704,"2017/18-2019/20","S02002452","Causewayhead","Stirling","Attainment","Raw"
"7823",6.33641,"2017/18-2019/20","S02002455","Dunblane East","Stirling","Attainment","Raw"
"7824",6.12245,"2017/18-2019/20","S02002454","Forth","Stirling","Attainment","Raw"
"7825",5.81579,"2017/18-2019/20","S02002449","City Centre","Stirling","Attainment","Raw"
"7826",5.57353,"2017/18-2019/20","S02002448","Braehead","Stirling","Attainment","Raw"
"7827",5.41818,"2017/18-2019/20","S02002451","Cornton","Stirling","Attainment","Raw"
"7828",4.85149,"2017/18-2019/20","S02002450","Raploch","Stirling","Attainment","Raw"
"7829",5.15957,"2017/18-2019/20","S02002461","Singer and Clydebank South","West Dunbartonshire","Attainment","Raw"
"7830",5.3609,"2017/18-2019/20","S02002460","Whitecrook","West Dunbartonshire","Attainment","Raw"
"7831",5.39231,"2017/18-2019/20","S02002463","Clydebank","West Dunbartonshire","Attainment","Raw"
"7832",5.16594,"2017/18-2019/20","S02002462","Drumry","West Dunbartonshire","Attainment","Raw"
"7833",6.16058,"2017/18-2019/20","S02002457","Carse of Stirling","Stirling","Attainment","Raw"
"7834",6.22424,"2017/18-2019/20","S02002456","Dunblane West","Stirling","Attainment","Raw"
"7835",5.44828,"2017/18-2019/20","S02002459","Highland","Stirling","Attainment","Raw"
"7836",5.72449,"2017/18-2019/20","S02002458","Callander and Trossachs","Stirling","Attainment","Raw"
"7837",6.01724,"2017/18-2019/20","S02002437","Balfron and Drymen","Stirling","Attainment","Raw"
"7838",6.0479,"2017/18-2019/20","S02002436","Blane Valley","Stirling","Attainment","Raw"
"7839",6.06796,"2017/18-2019/20","S02002439","Cambusbarron","Stirling","Attainment","Raw"
"7840",5.75,"2017/18-2019/20","S02002438","Kippen and Fintry","Stirling","Attainment","Raw"
"7841",5.61333,"2017/18-2019/20","S02002433","Westwood East","South Lanarkshire","Attainment","Raw"
"7842",5.65833,"2017/18-2019/20","S02002432","Westwood South","South Lanarkshire","Attainment","Raw"
"7843",5.55172,"2017/18-2019/20","S02002435","Birniehill, Kelvin and Whitehills East","South Lanarkshire","Attainment","Raw"
"7844",5.67647,"2017/18-2019/20","S02002434","The Murray","South Lanarkshire","Attainment","Raw"
"7845",5.73288,"2017/18-2019/20","S02002445","Broomridge","Stirling","Attainment","Raw"
"7846",5.21094,"2017/18-2019/20","S02002444","Hillpark","Stirling","Attainment","Raw"
"7847",6.22619,"2017/18-2019/20","S02002447","King's Park and Torbrex","Stirling","Attainment","Raw"
"7848",5.37838,"2017/18-2019/20","S02002446","Borestone","Stirling","Attainment","Raw"
"7849",5.27957,"2017/18-2019/20","S02002441","Cowie","Stirling","Attainment","Raw"
"7850",4.98039,"2017/18-2019/20","S02002440","Plean and Rural SE","Stirling","Attainment","Raw"
"7851",5.58763,"2017/18-2019/20","S02002443","Bannockburn","Stirling","Attainment","Raw"
"7852",5.22727,"2017/18-2019/20","S02002442","Fallin","Stirling","Attainment","Raw"
"7853",5.8764,"2017/18-2019/20","S02002484","Mid Calder and Kirknewton","West Lothian","Attainment","Raw"
"7854",5.31982,"2017/18-2019/20","S02002483","Dedridge East","West Lothian","Attainment","Raw"
"7855",5.54878,"2017/18-2019/20","S02002486","Pumpherston and Uphall Station","West Lothian","Attainment","Raw"
"7856",5.7963,"2017/18-2019/20","S02002485","East Calder","West Lothian","Attainment","Raw"
"7857",5.43671,"2017/18-2019/20","S02002480","West Calder and Polbeth","West Lothian","Attainment","Raw"
"7858",5.33775,"2017/18-2019/20","S02002479","Breich Valley","West Lothian","Attainment","Raw"
"7859",6.13725,"2017/18-2019/20","S02002482","Bankton and Murieston","West Lothian","Attainment","Raw"
"7860",6.03797,"2017/18-2019/20","S02002481","Bellsquarry, Adambrae and Kirkton","West Lothian","Attainment","Raw"
"7861",5.93233,"2017/18-2019/20","S02002492","Knightsridge and Deans North","West Lothian","Attainment","Raw"
"7862",5.16157,"2017/18-2019/20","S02002491","Knightsridge","West Lothian","Attainment","Raw"
"7863",5.46667,"2017/18-2019/20","S02002494","Carmondean and Eliburn North","West Lothian","Attainment","Raw"
"7864",5.19811,"2017/18-2019/20","S02002493","Deans","West Lothian","Attainment","Raw"
"7865",5.42614,"2017/18-2019/20","S02002488","Howden","West Lothian","Attainment","Raw"
"7866",4.96512,"2017/18-2019/20","S02002487","Craigshill","West Lothian","Attainment","Raw"
"7867",5.31863,"2017/18-2019/20","S02002490","Ladywell","West Lothian","Attainment","Raw"
"7868",5.74857,"2017/18-2019/20","S02002489","Livingston Village and Eliburn South","West Lothian","Attainment","Raw"
"7869",5.65217,"2017/18-2019/20","S02002469","Bowling","West Dunbartonshire","Attainment","Raw"
"7870",5.85455,"2017/18-2019/20","S02002468","Kilpatrick","West Dunbartonshire","Attainment","Raw"
"7871",5.9359,"2017/18-2019/20","S02002471","Dumbarton","West Dunbartonshire","Attainment","Raw"
"7872",5.48447,"2017/18-2019/20","S02002470","Dumbarton east","West Dunbartonshire","Attainment","Raw"
"7873",5.26977,"2017/18-2019/20","S02002465","Clydebank east","West Dunbartonshire","Attainment","Raw"
"7874",5.60674,"2017/18-2019/20","S02002464","Clydebank North","West Dunbartonshire","Attainment","Raw"
"7875",5.28125,"2017/18-2019/20","S02002467","Dalmuir","West Dunbartonshire","Attainment","Raw"
"7876",5.77344,"2017/18-2019/20","S02002466","Duntocher","West Dunbartonshire","Attainment","Raw"
"7877",5.45161,"2017/18-2019/20","S02002476","Balloch","West Dunbartonshire","Attainment","Raw"
"7878",5.26316,"2017/18-2019/20","S02002475","Alexandria","West Dunbartonshire","Attainment","Raw"
"7879",5.43357,"2017/18-2019/20","S02002478","Fauldhouse","West Lothian","Attainment","Raw"
"7880",5.26718,"2017/18-2019/20","S02002477","Lomond","West Dunbartonshire","Attainment","Raw"
"7881",5.49587,"2017/18-2019/20","S02002473","Leven","West Dunbartonshire","Attainment","Raw"
"7882",5.39521,"2017/18-2019/20","S02002472","Dalreoch","West Dunbartonshire","Attainment","Raw"
"7883",5.14286,"2017/18-2019/20","S02002474","Bonhill","West Dunbartonshire","Attainment","Raw"
"7884",5,"2017/18-2019/20","S02002390","Hillhouse","South Lanarkshire","Attainment","Raw"
"7885",5.51515,"2017/18-2019/20","S02002389","Earnock","South Lanarkshire","Attainment","Raw"
"7886",5.13043,"2017/18-2019/20","S02002392","Blantyre South and Wheatlands","South Lanarkshire","Attainment","Raw"
"7887",5.14961,"2017/18-2019/20","S02002391","High Blantyre","South Lanarkshire","Attainment","Raw"
"7888",5.14706,"2017/18-2019/20","S02002386","Fairhill","South Lanarkshire","Attainment","Raw"
"7889",5.35294,"2017/18-2019/20","S02002385","Laighstonehall","South Lanarkshire","Attainment","Raw"
"7890",5.68605,"2017/18-2019/20","S02002388","Little Earnock","South Lanarkshire","Attainment","Raw"
"7891",5.28571,"2017/18-2019/20","S02002387","Woodhead and Meikle Earnock","South Lanarkshire","Attainment","Raw"
"7892",4.80172,"2017/18-2019/20","S02002398","Whitehill","South Lanarkshire","Attainment","Raw"
"7893",5.53846,"2017/18-2019/20","S02002397","Burnbank South and Chantinghall","South Lanarkshire","Attainment","Raw"
"7894",5.51852,"2017/18-2019/20","S02002400","Bothwell North","South Lanarkshire","Attainment","Raw"
"7895",5.69811,"2017/18-2019/20","S02002399","Bothwell South","South Lanarkshire","Attainment","Raw"
"7896",5.14943,"2017/18-2019/20","S02002394","Blantytre North and Coatshill","South Lanarkshire","Attainment","Raw"
"7897",5.7451,"2017/18-2019/20","S02002393","Low Blantyre and Bardykes","South Lanarkshire","Attainment","Raw"
"7898",4.70248,"2017/18-2019/20","S02002396","Burnbank Central and Udston","South Lanarkshire","Attainment","Raw"
"7899",5.1954,"2017/18-2019/20","S02002395","Burnbank North","South Lanarkshire","Attainment","Raw"
"7900",5.29688,"2017/18-2019/20","S02002374","Hareleeshill","South Lanarkshire","Attainment","Raw"
"7901",5.57143,"2017/18-2019/20","S02002373","Larkhall Central, Raploch, Millheugh and Burnhead","South Lanarkshire","Attainment","Raw"
"7902",5.48241,"2017/18-2019/20","S02002376","Stonehouse","South Lanarkshire","Attainment","Raw"
"7903",5.04196,"2017/18-2019/20","S02002375","Strutherhill","South Lanarkshire","Attainment","Raw"
"7904",5.52482,"2017/18-2019/20","S02002370","Kirkmuirhill and Blackwood","South Lanarkshire","Attainment","Raw"
"7905",5.49673,"2017/18-2019/20","S02002369","Lesmahagow","South Lanarkshire","Attainment","Raw"
"7906",5.88235,"2017/18-2019/20","S02002372","Merryton and Meadowhill","South Lanarkshire","Attainment","Raw"
"7907",5.39535,"2017/18-2019/20","S02002371","Ashgill and Netherburn","South Lanarkshire","Attainment","Raw"
"7908",5.62195,"2017/18-2019/20","S02002382","Low Waters","South Lanarkshire","Attainment","Raw"
"7909",5.6,"2017/18-2019/20","S02002381","Eddlewood","South Lanarkshire","Attainment","Raw"
"7910",6,"2017/18-2019/20","S02002384","Hamilton Centre and Low Parks","South Lanarkshire","Attainment","Raw"
"7911",5.7093,"2017/18-2019/20","S02002383","Silvertonhill","South Lanarkshire","Attainment","Raw"
"7912",6.28671,"2017/18-2019/20","S02002378","Strathaven North","South Lanarkshire","Attainment","Raw"
"7913",5.90972,"2017/18-2019/20","S02002377","Strathaven South","South Lanarkshire","Attainment","Raw"
"7914",5.90244,"2017/18-2019/20","S02002380","Glassford, Quarter and Allanton","South Lanarkshire","Attainment","Raw"
"7915",5.93913,"2017/18-2019/20","S02002379","Chapelton, Glengavel and Sandford","South Lanarkshire","Attainment","Raw"
"7916",5.64935,"2017/18-2019/20","S02002421","St Leonards South","South Lanarkshire","Attainment","Raw"
"7917",5.79333,"2017/18-2019/20","S02002420","St Leonards North","South Lanarkshire","Attainment","Raw"
"7918",6.0137,"2017/18-2019/20","S02002423","West Mains","South Lanarkshire","Attainment","Raw"
"7919",5.6747,"2017/18-2019/20","S02002422","East Mains","South Lanarkshire","Attainment","Raw"
"7920",5.55455,"2017/18-2019/20","S02002417","Calderwood East","South Lanarkshire","Attainment","Raw"
"7921",5.91758,"2017/18-2019/20","S02002416","Nerston and EK Landward Area","South Lanarkshire","Attainment","Raw"
"7922",5.5,"2017/18-2019/20","S02002419","Calderwood West and Nerston","South Lanarkshire","Attainment","Raw"
"7923",5.4125,"2017/18-2019/20","S02002418","Calderwood Central","South Lanarkshire","Attainment","Raw"
"7924",5.76684,"2017/18-2019/20","S02002429","Crosshouse and Lindsayfield","South Lanarkshire","Attainment","Raw"
"7925",6.06173,"2017/18-2019/20","S02002428","Mossneuk and Newlandsmuir","South Lanarkshire","Attainment","Raw"
"7926",5.46535,"2017/18-2019/20","S02002431","Greenhills","South Lanarkshire","Attainment","Raw"
"7927",5.24204,"2017/18-2019/20","S02002430","Whitehills West","South Lanarkshire","Attainment","Raw"
"7928",5.98413,"2017/18-2019/20","S02002425","Stewartfield West","South Lanarkshire","Attainment","Raw"
"7929",6.32941,"2017/18-2019/20","S02002424","Stewartfield East","South Lanarkshire","Attainment","Raw"
"7930",6.16071,"2017/18-2019/20","S02002427","Hairmyres and Westwood West","South Lanarkshire","Attainment","Raw"
"7931",6.14433,"2017/18-2019/20","S02002426","Thorntonhall, Jackton and Gardenhall","South Lanarkshire","Attainment","Raw"
"7932",5.88172,"2017/18-2019/20","S02002406","Cambuslang Central","South Lanarkshire","Attainment","Raw"
"7933",5.60584,"2017/18-2019/20","S02002405","Whitlawburn and Greenlees","South Lanarkshire","Attainment","Raw"
"7934",5.32813,"2017/18-2019/20","S02002408","Farme Cross and Gallowflat North","South Lanarkshire","Attainment","Raw"
"7935",5.79355,"2017/18-2019/20","S02002407","Burgh, Eastfield and Silverbank","South Lanarkshire","Attainment","Raw"
"7936",5.74806,"2017/18-2019/20","S02002402","Halfway, Hallside and Drumsagard","South Lanarkshire","Attainment","Raw"
"7937",5.97203,"2017/18-2019/20","S02002401","Uddingston and Gardenside","South Lanarkshire","Attainment","Raw"
"7938",5.43382,"2017/18-2019/20","S02002404","Vicarland and Cairns","South Lanarkshire","Attainment","Raw"
"7939",5.34553,"2017/18-2019/20","S02002403","Westburn and Newton","South Lanarkshire","Attainment","Raw"
"7940",6.06897,"2017/18-2019/20","S02002413","High Crosshill","South Lanarkshire","Attainment","Raw"
"7941",5.26923,"2017/18-2019/20","S02002412","Spittal","South Lanarkshire","Attainment","Raw"
"7942",5.35811,"2017/18-2019/20","S02002415","Fernhill and Cathkin","South Lanarkshire","Attainment","Raw"
"7943",5.78409,"2017/18-2019/20","S02002414","Burnside and Springhall","South Lanarkshire","Attainment","Raw"
"7944",5.01136,"2017/18-2019/20","S02002410","Burnhill and Bankhead North","South Lanarkshire","Attainment","Raw"
"7945",5.40244,"2017/18-2019/20","S02002409","Shawfield and Clincarthill","South Lanarkshire","Attainment","Raw"
"7946",5.53165,"2017/18-2019/20","S02002411","Bankhead South","South Lanarkshire","Attainment","Raw"
"7947",6.35338,"2017/18-2019/20","S02001572","Merrylee and Braidbar","East Renfrewshire","Attainment","Raw"
"7948",6.63068,"2017/18-2019/20","S02001571","Netherlee","East Renfrewshire","Attainment","Raw"
"7949",6.11,"2017/18-2019/20","S02001574","North Giffnock and North Thornliebank","East Renfrewshire","Attainment","Raw"
"7950",6.49242,"2017/18-2019/20","S02001573","Lower Whitecraigs and South Giffnock","East Renfrewshire","Attainment","Raw"
"7951",6.27481,"2017/18-2019/20","S02001568","Clarkston and Sheddens","East Renfrewshire","Attainment","Raw"
"7952",6.05556,"2017/18-2019/20","S02001567","Busby","East Renfrewshire","Attainment","Raw"
"7953",6.28099,"2017/18-2019/20","S02001570","Stamperland","East Renfrewshire","Attainment","Raw"
"7954",6.22835,"2017/18-2019/20","S02001569","Williamwood","East Renfrewshire","Attainment","Raw"
"7955",6.47423,"2017/18-2019/20","S02001580","Bonaly and The Pentlands","Edinburgh, City of","Attainment","Raw"
"7956",5.76,"2017/18-2019/20","S02001579","Baberton and Juniper Green","Edinburgh, City of","Attainment","Raw"
"7957",4.87342,"2017/18-2019/20","S02001582","Clovenstone and Wester Hailes","Edinburgh, City of","Attainment","Raw"
"7958",6.11765,"2017/18-2019/20","S02001581","Colinton and Kingsknowe","Edinburgh, City of","Attainment","Raw"
"7959",5.86842,"2017/18-2019/20","S02001576","Balerno and Bonnington Village","Edinburgh, City of","Attainment","Raw"
"7960",6.06522,"2017/18-2019/20","S02001575","South Thornliebank and Woodfarm","East Renfrewshire","Attainment","Raw"
"7961",6.0122,"2017/18-2019/20","S02001578","Currie East","Edinburgh, City of","Attainment","Raw"
"7962",5.88034,"2017/18-2019/20","S02001577","Currie West","Edinburgh, City of","Attainment","Raw"
"7963",5.97143,"2017/18-2019/20","S02001556","Neilston and Uplawmoor","East Renfrewshire","Attainment","Raw"
"7964",5.75595,"2017/18-2019/20","S02001555","Dunbar East","East Lothian","Attainment","Raw"
"7965",5.26875,"2017/18-2019/20","S02001558","Dunterlie, East Arthurlie and Dovecothall","East Renfrewshire","Attainment","Raw"
"7966",6.14286,"2017/18-2019/20","S02001557","Cross Stobbs","East Renfrewshire","Attainment","Raw"
"7967",6.1383,"2017/18-2019/20","S02001552","North Berwick South","East Lothian","Attainment","Raw"
"7968",6.18667,"2017/18-2019/20","S02001551","North Berwick North","East Lothian","Attainment","Raw"
"7969",5.70588,"2017/18-2019/20","S02001554","Dunbar West","East Lothian","Attainment","Raw"
"7970",5.84892,"2017/18-2019/20","S02001553","East Linton and Rural","East Lothian","Attainment","Raw"
"7971",6.37557,"2017/18-2019/20","S02001564","Mearnskirk and South Kirkhill","East Renfrewshire","Attainment","Raw"
"7972",6.25424,"2017/18-2019/20","S02001563","Whitecraigs and Broom","East Renfrewshire","Attainment","Raw"
"7973",6.12712,"2017/18-2019/20","S02001566","North Kirkhill","East Renfrewshire","Attainment","Raw"
"7974",6.08485,"2017/18-2019/20","S02001565","Eaglesham and Waterfoot","East Renfrewshire","Attainment","Raw"
"7975",5.47143,"2017/18-2019/20","S02001560","Auchenback","East Renfrewshire","Attainment","Raw"
"7976",5.83898,"2017/18-2019/20","S02001559","Arthurlie and Gateside","East Renfrewshire","Attainment","Raw"
"7977",6.40996,"2017/18-2019/20","S02001562","Mearns Village, Westacres and Greenfarm","East Renfrewshire","Attainment","Raw"
"7978",6.23529,"2017/18-2019/20","S02001561","Crookfur and Fruin","East Renfrewshire","Attainment","Raw"
"7979",4.92683,"2017/18-2019/20","S02001603","Hyvots and Gilmerton","Edinburgh, City of","Attainment","Raw"
"7980",4.9345,"2017/18-2019/20","S02001602","Gracemount, Southhouse and Burdiehouse","Edinburgh, City of","Attainment","Raw"
"7981",4.86667,"2017/18-2019/20","S02001605","Moredun and Craigour","Edinburgh, City of","Attainment","Raw"
"7982",5.00847,"2017/18-2019/20","S02001604","Fernieside and Moredun South","Edinburgh, City of","Attainment","Raw"
"7983",6.36538,"2017/18-2019/20","S02001599","Fairmilehead","Edinburgh, City of","Attainment","Raw"
"7984",6.12097,"2017/18-2019/20","S02001598","Comiston and Swanston","Edinburgh, City of","Attainment","Raw"
"7985",5.70588,"2017/18-2019/20","S02001601","Mortonhall and Anwickhill","Edinburgh, City of","Attainment","Raw"
"7986",5.37647,"2017/18-2019/20","S02001600","Gilmerton South and the Murrays","Edinburgh, City of","Attainment","Raw"
"7987",6.2,"2017/18-2019/20","S02001611","Newington and Dalkeith Road","Edinburgh, City of","Attainment","Raw"
"7988",6.01695,"2017/18-2019/20","S02001610","Prestonfield","Edinburgh, City of","Attainment","Raw"
"7989",5.95918,"2017/18-2019/20","S02001613","Marchmont East and Sciennes","Edinburgh, City of","Attainment","Raw"
"7990",6.44828,"2017/18-2019/20","S02001612","The Grange","Edinburgh, City of","Attainment","Raw"
"7991",5.92453,"2017/18-2019/20","S02001607","Liberton West and Braid Hills","Edinburgh, City of","Attainment","Raw"
"7992",6.13043,"2017/18-2019/20","S02001606","Liberton East","Edinburgh, City of","Attainment","Raw"
"7993",6.0922,"2017/18-2019/20","S02001609","Blackford, West Mains and Mayfield Road","Edinburgh, City of","Attainment","Raw"
"7994",5.32203,"2017/18-2019/20","S02001608","The Inch","Edinburgh, City of","Attainment","Raw"
"7995",5.30973,"2017/18-2019/20","S02001588","Longstone and Saughton","Edinburgh, City of","Attainment","Raw"
"7996",5.15179,"2017/18-2019/20","S02001587","Stenhouse and Saughton Mains","Edinburgh, City of","Attainment","Raw"
"7997",5.02273,"2017/18-2019/20","S02001590","Gorgie West","Edinburgh, City of","Attainment","Raw"
"7998",5.75862,"2017/18-2019/20","S02001589","Slateford and Chesser","Edinburgh, City of","Attainment","Raw"
"7999",4.8062,"2017/18-2019/20","S02001584","Murrayburn and Wester Hailes North","Edinburgh, City of","Attainment","Raw"
"8000",5.15455,"2017/18-2019/20","S02001583","The Calders","Edinburgh, City of","Attainment","Raw"
"8001",5.24051,"2017/18-2019/20","S02001586","Broomhouse and Bankhead","Edinburgh, City of","Attainment","Raw"
"8002",5.26027,"2017/18-2019/20","S02001585","Parkhead and Sighthill","Edinburgh, City of","Attainment","Raw"
"8003",6.39216,"2017/18-2019/20","S02001595","Greenbank and The Braids","Edinburgh, City of","Attainment","Raw"
"8004",5.92188,"2017/18-2019/20","S02001594","Morningside and Craighouse","Edinburgh, City of","Attainment","Raw"
"8005",5.23188,"2017/18-2019/20","S02001597","Oxgangs","Edinburgh, City of","Attainment","Raw"
"8006",5.36154,"2017/18-2019/20","S02001596","Colinton Mains and Firrhill","Edinburgh, City of","Attainment","Raw"
"8007",6.02083,"2017/18-2019/20","S02001592","Shandon","Edinburgh, City of","Attainment","Raw"
"8008",4.84615,"2017/18-2019/20","S02001591","Gorgie East","Edinburgh, City of","Attainment","Raw"
"8009",6.10606,"2017/18-2019/20","S02001593","Craiglockhart","Edinburgh, City of","Attainment","Raw"
"8010",6.26882,"2017/18-2019/20","S02001509","Keystone and Dougalston","East Dunbartonshire","Attainment","Raw"
"8011",6.26667,"2017/18-2019/20","S02001508","Barloch","East Dunbartonshire","Attainment","Raw"
"8012",6.44186,"2017/18-2019/20","S02001511","Kilmardinny West","East Dunbartonshire","Attainment","Raw"
"8013",6.42157,"2017/18-2019/20","S02001510","Kilmardinny East","East Dunbartonshire","Attainment","Raw"
"8014",5.59259,"2017/18-2019/20","S02001505","Kilmaurs","East Ayrshire","Attainment","Raw"
"8015",5.38525,"2017/18-2019/20","S02001504","Crosshouse, Gatehead and Kilmaurs Rural","East Ayrshire","Attainment","Raw"
"8016",5.70732,"2017/18-2019/20","S02001507","East Clober and Mains Estate","East Dunbartonshire","Attainment","Raw"
"8017",6.27174,"2017/18-2019/20","S02001506","West Clober and Mains Estate","East Dunbartonshire","Attainment","Raw"
"8018",6.28571,"2017/18-2019/20","S02001517","Kessington East","East Dunbartonshire","Attainment","Raw"
"8019",6.25862,"2017/18-2019/20","S02001516","Kessington West","East Dunbartonshire","Attainment","Raw"
"8020",6.14388,"2017/18-2019/20","S02001519","Bishopbriggs North and Kenmure","East Dunbartonshire","Attainment","Raw"
"8021",6.21,"2017/18-2019/20","S02001518","Torrance and Balmore","East Dunbartonshire","Attainment","Raw"
"8022",6.37778,"2017/18-2019/20","S02001513","South Castlehill and Thorn","East Dunbartonshire","Attainment","Raw"
"8023",6.24675,"2017/18-2019/20","S02001512","North Castlehill and Thorn","East Dunbartonshire","Attainment","Raw"
"8024",6.125,"2017/18-2019/20","S02001515","Westerton East","East Dunbartonshire","Attainment","Raw"
"8025",5.84058,"2017/18-2019/20","S02001514","Westerton West","East Dunbartonshire","Attainment","Raw"
"8026",4.4375,"2017/18-2019/20","S02001493","Shortlees","East Ayrshire","Attainment","Raw"
"8027",5.36,"2017/18-2019/20","S02001492","Earlston and Hurlford Rural","East Ayrshire","Attainment","Raw"
"8028",5.44444,"2017/18-2019/20","S02001495","Kilmarnock South Central and Caprington","East Ayrshire","Attainment","Raw"
"8029",5.34862,"2017/18-2019/20","S02001494","Bellfield and Kirkstyle","East Ayrshire","Attainment","Raw"
"8030",5.54,"2017/18-2019/20","S02001489","Darvel","East Ayrshire","Attainment","Raw"
"8031",5.47143,"2017/18-2019/20","S02001488","Stewarton West","East Ayrshire","Attainment","Raw"
"8032",5.42963,"2017/18-2019/20","S02001491","Galston","East Ayrshire","Attainment","Raw"
"8033",5.3625,"2017/18-2019/20","S02001490","Newmilns","East Ayrshire","Attainment","Raw"
"8034",4.69697,"2017/18-2019/20","S02001501","Altonhill South, Longpark and Hillhead","East Ayrshire","Attainment","Raw"
"8035",5.01399,"2017/18-2019/20","S02001500","Altonhill North and Onthank","East Ayrshire","Attainment","Raw"
"8036",6.06011,"2017/18-2019/20","S02001503","Grange, Howard and Gargieston","East Ayrshire","Attainment","Raw"
"8037",5.36585,"2017/18-2019/20","S02001502","Bonnyton and Town Centre","East Ayrshire","Attainment","Raw"
"8038",5.57692,"2017/18-2019/20","S02001497","New Farm Loch South","East Ayrshire","Attainment","Raw"
"8039",5.79245,"2017/18-2019/20","S02001496","Piersland","East Ayrshire","Attainment","Raw"
"8040",6.00483,"2017/18-2019/20","S02001499","Southcraig and Beansburn","East Ayrshire","Attainment","Raw"
"8041",5.26582,"2017/18-2019/20","S02001498","Dean and New Farm Loch North","East Ayrshire","Attainment","Raw"
"8042",4.94857,"2017/18-2019/20","S02001540","Prestonpans West","East Lothian","Attainment","Raw"
"8043",5.19048,"2017/18-2019/20","S02001539","Pinkie Braes","East Lothian","Attainment","Raw"
"8044",5.44712,"2017/18-2019/20","S02001542","Cockenzie","East Lothian","Attainment","Raw"
"8045",5.19828,"2017/18-2019/20","S02001541","Prestonpans East","East Lothian","Attainment","Raw"
"8046",5.91579,"2017/18-2019/20","S02001536","Musselburgh West","East Lothian","Attainment","Raw"
"8047",5.44915,"2017/18-2019/20","S02001535","Musselburgh South","East Lothian","Attainment","Raw"
"8048",5.31034,"2017/18-2019/20","S02001538","Musselburgh East","East Lothian","Attainment","Raw"
"8049",5.55914,"2017/18-2019/20","S02001537","Musselburgh North","East Lothian","Attainment","Raw"
"8050",5.8481,"2017/18-2019/20","S02001548","Haddington North","East Lothian","Attainment","Raw"
"8051",5.7619,"2017/18-2019/20","S02001547","Haddington Rural","East Lothian","Attainment","Raw"
"8052",5.83019,"2017/18-2019/20","S02001550","Gullane and Drem","East Lothian","Attainment","Raw"
"8053",5.18367,"2017/18-2019/20","S02001549","Haddington South","East Lothian","Attainment","Raw"
"8054",5.51786,"2017/18-2019/20","S02001544","Tranent South","East Lothian","Attainment","Raw"
"8055",5.37736,"2017/18-2019/20","S02001543","Tranent North","East Lothian","Attainment","Raw"
"8056",5.63429,"2017/18-2019/20","S02001546","Longniddry and Aberlady","East Lothian","Attainment","Raw"
"8057",5.51786,"2017/18-2019/20","S02001545","Ormiston","East Lothian","Attainment","Raw"
"8058",6.17857,"2017/18-2019/20","S02001525","Lenzie South","East Dunbartonshire","Attainment","Raw"
"8059",6.18713,"2017/18-2019/20","S02001524","Lenzie North","East Dunbartonshire","Attainment","Raw"
"8060",6.03906,"2017/18-2019/20","S02001527","Kirkintilloch West","East Dunbartonshire","Attainment","Raw"
"8061",5.7381,"2017/18-2019/20","S02001526","Kirkintilloch South","East Dunbartonshire","Attainment","Raw"
"8062",6.05641,"2017/18-2019/20","S02001521","Auchinairn","East Dunbartonshire","Attainment","Raw"
"8063",5.96923,"2017/18-2019/20","S02001520","Bishopbriggs West and Cadder","East Dunbartonshire","Attainment","Raw"
"8064",6.31304,"2017/18-2019/20","S02001523","Woodhill West","East Dunbartonshire","Attainment","Raw"
"8065",6.16883,"2017/18-2019/20","S02001522","Woodhill East","East Dunbartonshire","Attainment","Raw"
"8066",5.76238,"2017/18-2019/20","S02001532","Milton of Campsie","East Dunbartonshire","Attainment","Raw"
"8067",5.80682,"2017/18-2019/20","S02001531","Harestanes","East Dunbartonshire","Attainment","Raw"
"8068",5.07383,"2017/18-2019/20","S02001534","Wallyford/Whitecraig","East Lothian","Attainment","Raw"
"8069",5.83125,"2017/18-2019/20","S02001533","Lennoxtown","East Dunbartonshire","Attainment","Raw"
"8070",6.06993,"2017/18-2019/20","S02001529","Rosebank and Waterside","East Dunbartonshire","Attainment","Raw"
"8071",5.57317,"2017/18-2019/20","S02001528","Hillhead","East Dunbartonshire","Attainment","Raw"
"8072",5.7381,"2017/18-2019/20","S02001530","Twechar and Harestanes East","East Dunbartonshire","Attainment","Raw"
"8073",5.45736,"2017/18-2019/20","S02001698","Denny - Nethermains","Falkirk","Attainment","Raw"
"8074",5.55639,"2017/18-2019/20","S02001697","Fankerton, Stoneywood and Denny Town","Falkirk","Attainment","Raw"
"8075",5.40164,"2017/18-2019/20","S02001700","Banknock, Haggs and Longcroft","Falkirk","Attainment","Raw"
"8076",5.81111,"2017/18-2019/20","S02001699","Head of Muir and Dennyloanhead","Falkirk","Attainment","Raw"
"8077",5.58904,"2017/18-2019/20","S02001694","Stornoway East","Eilean Siar","Attainment","Raw"
"8078",5.59596,"2017/18-2019/20","S02001693","Stornoway West","Eilean Siar","Attainment","Raw"
